lend_request_id,R0,R1,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R2,R20,R21,R22,R23,R24,R3,R4,R5,R6,R7,R8,R9
55872,,,,,,,,,,,,,,,,,,,1,,,,,,
55878,1,,,,,,,,,,,,2,,,,,,2,2,1,,,,
55892,15,,,,,,,,,,,,,,,,,,,,,1,,,
55895,1,,,,,,,,,,,,2,,,,,,1,3,2,,,,
55899,,,,,,,,,,,,,,,,,,,,,1,,,1,
55902,2,,,,,,,,,,,,,,,,,,,,,,,,
55915,,,,,,,,,,,,,,,,,,,,,2,,,,
55916,1,,,,,,,,,,,,,,,,,,,,,,,,
55921,,,,,,,,,,,,,,,,,,,,1,,,,,
55924,1,,,,,,,,,,,,,,,,,,,,,,,,
55930,1,,,,,,,,,,,,,,,,,,,,,,,,
55952,,,,,,,,,,,,,,,,,,,,,,,1,,
55961,,,,,,,,,,,,,,,,,,,,1,,,,,
55963,2,,,,,,,,,,,,,,,,,,,,,,,,
55983,,,,,,,,,,,,,,,,,,,1,,,,,,
55988,1,,,,,,,,,,,,,,,,,,,,,,,,
56007,1,,,,,,,,,,,,,,,,,,,,2,,,,
56026,1,,,,,,,,,,,,,,,,,,,,,,,,
56050,1,,,,,,,,,,,,,,,,,,,,,,,,
56070,15,,,,1,,,,,,,,,,,,,,1,,,1,,,
56084,1,,,,,,,,,,,,,,,,,,,,,,,,
56113,1,,,,,,,,,,,,,,,,,,,,,,,,
56118,1,,,,,,,,,,,,2,,,,,,2,2,1,,,,
56119,1,,,,,,,,,,,,,,,,,,,,,,,,
56138,,,,,,,,,,,,,,,,,,,,,4,,,,
56157,,,,,,,,,,,,,,,,,,,1,,2,,,,
56160,,,,,,,,,,,,,,,,,,,,1,2,,,,
56176,2,,,,,,,,,,,,,,,,,,,,,,,,
56191,,,,,,,,,,,,,,,,,,,1,,,,,,
56200,1,,,,,,,,,,,,,,,,,,,1,,,,,
56203,,,,,,,,,,,,,,,,,,,,,2,,,,
56244,1,,,,,,,,,,,,,,,,,,,,,,,,
56250,1,,,,,,,,,,,,,,,,,,1,,,,,,
56268,1,,,,,,,,,,,,,,,,,,,,,,,,
56276,1,,,,,,,,,,,,,,,,,,,,,,,,
56287,,,,,,,,,,,,,,,,,,,,,2,,,,
56292,,,,,,,,,,,,,2,,,,,,,,,,,,
56302,1,,,,,,,,,,,,4,,,,,,1,2,1,,,,
56318,1,,,,,,,,,,,,,,,,,,,,,,,,
56320,2,,,,,,,,,,,,,,,,,,,,,,,,
56325,,,,,,,,,,,,,2,,,,,,1,,2,,,,
56336,,,,,,,,,,,,,,,,,,,,,1,,,,
56343,1,,,,,,,,,,,,,,,,,,,,2,,,,
56350,1,,,,,,,,,,,,2,,,,,,,,,,,,
56351,1,,,,,,,,,,,,,,,,,,,,,,,,
56370,,,,,,,,,,,,,,,,,,,,1,,,,,
56376,15,,,,,,,,,,,,,,,,,,,,,1,,,
56379,,,,,,,,,,,,,,,,,,,,2,,,,,
56381,,,,,,,,,,,,,2,,,,,,,,,,,,
56393,,,,,,,,,,,,,,,,,,,,,2,,,,
56402,1,,,,,,,,,,,,,,,,,,,,,,,,
56435,1,,,,,,,,,,,,,,,,,,,,,,,,
56463,1,,,,,,,,,,,,,,,,,,,,1,,,,
56470,,,,,,,,,,,,,,,,,,,,,,,,1,
56475,,,,,,,,,,,,,,,,,,,1,,,,,,
56477,,,,,,,,,,,,,,,,,,,1,,,,,,
56489,14,,,,,,,,,,,,,,,,,,,,,1,,,
56493,,,,,,,,,,,,,,,,,,,,2,6,,,,
56516,1,,,,,,,,,,,,2,,,,,,,,,,,2,
56519,1,,,,,,,,,,,,2,,,,,,2,2,2,,,,
56538,,,,,,,,,,,,,,,,,,,,1,,,,,
56547,,,,,,,,,,,,,,,,,,,,,2,,,,
56559,1,,,,,,,,,,,,,,,,,,,,,,,,
56565,2,,,,,,,,,,,,4,,,,,,2,4,2,,,,
56575,,,,,,,,,,,,,2,,,,,,,,,,,,
56580,1,,,,,,,,,,,,,,,,,,,,,,,,
56587,1,,,,,,,,,,,,,,,,,,,,,,,,
56604,,,,,1,,,,,,,,,,,,,,,,,,,,
56609,4,,,,,,,,,,,,,,,,,,,,,,,,
56612,,,,,,,,,,,,,2,,,,,,1,,,,,,
56615,,,,,,,,,,,,,1,,,,,,,,,,,,
56623,1,,,,,,,,,,,,,,,,,,,,,,,,
56633,2,,,,,,,,,,,,,,,,,,,,,,,,
56660,2,,,,,,,,,,,,,,,,,,,,,,,,
56675,,,,,,,,,,,,,2,,,,,,,,,,,,
56704,1,,,,,,,,,,,,,,,,,,,,,,,,
56708,,,,,1,,,,,,,,,,,,,,1,,,,,,
56710,17,,,,,,,,,,,,,,,,,,,1,,,,,
56722,1,,,,,,,,,,,,2,,,,,,1,2,2,,,,
56724,1,,,,,,,,,,,,,,,,,,,,,,,,
56726,1,,,,,,,,,,,,,,,,,,,,,,,,
56731,6,,,,,,,,,,,,2,,,,,,1,2,2,,,,
56756,7,,,,,1,,,1,,,,,,,,,,,1,6,,,,
56758,,,,,,,,,,,,,2,,,,,,,,,,,,
56770,,,,,,,,,,,,,2,,,,,,,,,,,,
56787,,,,,,,,,,,,,,,,,,,,1,,,,,
56788,1,,,,,,,,,,,,,,,,,,,,,,,,
56791,1,,,,,,,,,,,,2,,,,,,1,2,1,,,,
56827,1,,,,,,,,,,,,,,,,,,,,,,,,
56837,,,,,1,,,,,,,,,,,,,,,,,,,,
56844,,,,,,,,,,,,,,,,,,,1,,,,,,
56862,,,,,,,,,,,,,2,,,,,,,,,,,,
56876,,,,,,,,,,,,,,,,,,,,,4,,,,
56877,,,,,,,,,,,,,,,,,,,,1,,,,,
56896,,,,,,,,,,,,,2,,,,,,,,,,,,
56900,,,,,,,,,,,,,2,,,,,,,,,,,,
56911,,,,,,,,,,,,,,,,,,,1,,1,,,2,
56915,2,,,,,,,,,,,,,,,,,,,,,,,,
56923,,,,,,,,,,,,,,,,,,,,,1,,,,
56927,1,,,,,,,,,,,,,,,,,,,,,,,,
56931,,,,,,,,,,,,,,,,,,,1,,2,,1,,
56940,,,,,,,,,,,,,,,,,,,,,4,,,,
56964,15,,,,,,,,,,,,,,,,,,,,,1,,,
56988,,,,,,,,,,,,,,,,,,,,,2,,,,
56993,22,,,,,,,,,,,,,,,,,,,,,,,,
56999,,,,,,,,2,,,,,,,,,,,,,,,,,
57012,2,,,,,,,,,,,,,,,,,,1,,,,,,1
57013,2,,,,,,,,,,,,1,,,,,,1,1,,,,,
57029,1,,,,,,,,,,,,,,,,,,,,,,,,
57034,1,,,,,,,,,,,,,,,,,,,1,,,,,
57048,,,,,,,,,,,,,,,,,,,1,,,,,,
57056,,,,,,,,,,,,,,,,,,,,1,,,,,
57059,5,,,,,1,,,1,,,,,,,,,,,,5,,,,
57060,1,,,,,,,,,,,,,,,,,,,,,,,,
57061,15,,,,,,,,,,,,,,,,,,,,,1,,,
57064,,,,,,,,,,,,,,,,,,,,,2,,,,
57076,1,,,,,,,,,,,,,,,,,,,,,,,,
57079,,,,,,,,,,,,,,,,,,,,,2,,,,
57094,16,,,,,,,,,,,,2,,,,,,1,3,1,1,,,
57108,,,,,,,,,,,,,,,,,,,,1,,,,,
57114,,,,,,,,,,,,,2,,,,,,,,,,,,
57129,,,,,1,,,,,,,,1,,,,,,,1,,,,,
57132,,,,,,,,,,,,,2,,,,,,,,,,,,
57173,,,,,,,,,,,,,,,,,,,1,,,,,,
57176,6,,,,,,,,,,,,2,,,,,,,,,,,,
57181,2,,,,,,,,,,,,,,,,,,,,,,,,
57203,,,,,,,,,,,,,,,,,,,,,4,,,,
57204,,,,,,,,,,,,,,,,,,,1,,,,,,
57211,,,,,,,,,,,,,,,,,,,1,1,,,,,
57216,2,,,,,,,,,,,,,,,,,,,,,,,,
57237,1,,,,,,,,,,,,,,,,,,,,,,,,
57243,1,,,,,,,,,,,,,,,,,,,,,,,,
57244,,,,,,,,,,,,,,,,,,,,,2,,,,
57248,,,,,,,,,,,,,2,,,,,,,,,,,1,
57251,18,,,,,,,,,,,,2,,,,,,1,2,1,1,1,,
57261,,,,,,,,,,,,,2,,,,,,,1,,,,,
57262,,,,,,,,,,,,,2,,,,,,,,,,,,
57291,1,,,,,,,,,,,,2,,,,,,1,,2,,,,
57301,,,,,,,,,,,,,,,,,,,,,6,,,,
57303,,1,,1,,,,,,,,,,,,,,,,,,,,,
57322,,1,,,,,,,,,,,2,,,,,,,,,,,,
57323,1,,,,,,,,,,,,,,,,,,,1,1,,,,
57325,,,,,,,,,,,,,,,,,,,1,,,,,,
57334,,,,,,,,,,,,,,,,,,,,,2,,,,
57346,1,,,,,,,,,,,,,,,,,,1,,,,,,
57351,,,,,,,,,,,,,,,,,,,,1,,,,,
57353,1,,,,,,,,,,,,,,,,,,,,,,,,
57355,,,,,,,,,,,,,2,,,,,,,,,,,,
57356,1,,,,,,,,,,,,,,,,,,,,,,,,
57371,1,,,,,,,,,,,,,,,,,,,,,,,,
57393,1,,,,,,,,,,,,,,,,,,,,,,,,
57395,,,,,,,,,,,,,,,,,,,1,,2,,,,
57402,,,,,,,,,,,,,2,,,,,,,,,,,,
57413,,,,,1,,,,,,,,,,,,,,,,,,,,
57419,1,,,,,,,,,,,,,,,,,,,,,,,,
57425,,,,,,,,,,,,,2,,,,,,,1,,,,,
57428,2,,,,,,,,,,,,,,,,,,,,,,,,
57444,,,,,,,,,,,,,,,,,,,,1,,,,,
57459,15,,,,,,,,,,,,,,,,,,,1,,1,,,
57470,2,,,,,,,,,,,,1,,,,,,1,1,,,,,
57479,,,,,,,,,,,,,,,,,,,,1,,,,,
57504,1,,,,,,,,,,,,,,,,,,,,,,,,
57505,,,,,,,,,,,,,2,,,,,,,,,,,,
57538,15,,,,,,,,,,,,,,,,,,,,,1,,,
57559,,,,,,,,,,,,,,,,,,,,,1,,,,
57561,1,,,,,,,,,,,,,,,,,,,,,,,,
57568,1,,,,,,,,,,,,,,,,,,,,,,,,
57572,,,,,,,,,,,,,,,,,,,,,2,,,,
57576,1,,,,,,,,,,,,,,,,,,,,,,,,
57577,5,,,,,,,,,,,,,,,,,,,1,,,,,
57592,,,,,,,,,,,,,,,,,,,,,2,,,,
57605,1,,,,,,,,,,,,,,,,,,,,,,,,
57607,,,,,,,,,,,,,,,,,,,,1,,,,,
57633,1,,,,,,,,,,,,,,,,,,,1,,,,,
57635,,,,,,,,,,,,,,,,,,,,,2,,,,
57637,,,,,,,,,,,,,,,,,,,,,,,,2,
57649,,,,,,,,,,,,,,,,,,,1,,,,,,
57660,1,,,,,,,,,,,,,,,,,,,,,,,,
57671,15,,,,,,,,,,,,,,,,,,,,,1,,,
57687,,,,,,,,,,,,,2,,,,,,1,,3,,,,
57688,,,,,,,,,,,,,,,,,,,1,,,,,,
57694,1,,,,,,,,,,,,,,,,,,,,,,,,
57724,1,,,,,,,,,,,,,,,,,,,,,,,,
57735,,,,,,,,,,,,,,,,,,,,,1,,,,
57742,,,,,,,,,,,,,,,,,,,1,,,,,,
57743,,,,,,,,,,,,,1,,,,,,,,1,,,,
57769,,1,,,,,,,,,,,,,,,,,,,,,,,
57787,1,,,,,,,,,,,,,,,,,,,,,,,,
57790,,,,,,,,,,,,,,,,,,,,1,,,,,
57791,1,,,,,,,,,,,,,,,,,,,1,2,,,,
57795,1,,,,,,,,,,,,,,,,,,,,,,,,
57799,1,,,,,,,,,,,,,,,,,,,,,,,,
57806,,,,,,,,,,,,,,,,,,,,,,,,,1
57812,,,,,,,,,,,,,2,,,,,,,,,,,,
57813,1,,,,,,,,,,,,,,,,,,,,,,,,
57839,,,,,,,,,,,,,,,,,,,,,2,,,,
57852,,,,,,,,,,,,,2,,,,,,,,,,,,
57875,15,,,,,,,,,,,,,,,,,,,,,1,,,
57893,1,,,,,,,,,,,,,,,,,,,,,,,,
57903,,,,,,,,,,,,,1,,,,,,,,,,,,
57909,16,,,,,,,,,,,,,,,,,,,,,1,,,
57912,1,,,,,,,,,,,,,,,,,,,,,,,,
57919,,,,,,,,,,,,,2,,,,,,1,2,4,,,,
57925,15,,,,,,,,,,,,,,,,,,,,,1,,,
57926,,,,,,,,,,,,,,,,,,,,1,,,,,
57933,,,,,,,,,,,,,,,,,,,,3,6,,,,
57952,,,,,,,,,,,,,,,,,,,,,2,,,,
57975,,,,,,,,,,,,,,,,,,,1,,,,,,
57991,,,,,,,,,,,,,,,,,,,,,2,,,,
58020,1,,,,,,,,,,,,,,,,,,,,,,,,
58032,1,,,,,,,,,,,,,,,,,,,,,,,,
58051,1,,,,,,,,,,,,,,,,,,,2,,,,,
58053,1,,,,,,,,,,,,,,,,,,,,,,,,
58059,,,,,,,,,,,,,,,,,,,1,1,,,,,
58064,,,,,,,,,,,,,,,,,,,,1,,,,,
58085,1,1,,,,,,,,,,,2,,,,,,1,2,1,,,,1
58096,,,,,,,,,,,,,,,,,,,,1,,,,,
58110,2,,,,,,,,,,,,,,,,,,,,,,,,
58114,1,,,,,,,,,,,,,,,,,,,,,,,,
58115,15,,,,,,,,,,,,,,,,,,,,,1,,,
58127,1,,,,,,,,,,,,,,,,,,,,,,,,
58134,,,,,,,,,,,,,,,,,,,,,1,,,,
58137,16,,,,,,,,,,,,1,,,,,,1,1,,1,,,
58142,,,,,,,,,,,,,2,,,,,,,,,,,,
58152,,,,,,,,,,,,,,,,,,,,1,,,,,
58157,,,,,,,,,,,,,,,,,,,,1,,,,,
58158,,,,,,,,,,,,,,,,,,,,1,,,,,
58159,1,,,,,,,,,,,,,,,,,,,,,,,,
58166,,,,,,,,,,,,,,,,,,,,1,,,,,
58178,3,,,,,,,,,,,,,,,,,,,,,,,,
58179,,,,,,,,,,,,,,,,,,,1,,,,,,
58180,,,,,,,,,,,,,,,,,,,,1,,,,,
58196,,,,,,,,,,,,,,,,,,,,,3,,,,
58204,,,,,,,,,,,,,,,,,,,,,2,,,,
58228,,,,,,,,,,,,,,,,,,,,1,,,,,
58233,1,,,,,,,,,,,,,,,,,,1,,,,,,
58239,,,,,,,,,,,,,2,,,,,,,,2,,,,
58242,1,,,,,,,,,,,,,,,,,,,,,,,,
58254,1,,,,,,,,,,,,,,,,,,,,,,,,
58255,,,,,,,,,,,,,,,,,,,,,2,,,,
58263,6,,,,,,,,,,,,,,,,,,,,,,,,
58269,,,,,,,,,,,,,,,,,,,1,,,,,,
58295,1,,,,,,,,,,,,,,,,,,,,,,,,
58297,,,,,,,,,,,,,,,,,,,,,4,,,,
58298,4,,,,,,,,,,,,,,,,,,,1,2,,,,
58300,,,,,,,,,,,,,,,,,,,,,2,,,,
58302,1,,,,,,,,,,,,4,,,,,,1,2,1,,,,
58303,,,,,,,,,,,,,,,,,,,,1,1,,,,
58308,1,,,,,,,,,,,,,,,,,,1,,,,,,
58309,15,,,,,,,,,,,,,,,,,,,,1,1,,,
58331,,,,,,,,,,,,,,,,,,,1,,,,,,
58333,1,,,,,,,,,,,,,,,,,,,,,,,,
58335,,,,,,,,,,,,,,,,,,,,,2,,,,
58336,,,,,,,,,,,,,,,,,,,,1,,,,,
58352,,,,,,,,,,,,,1,,,,,,,,,,,,
58369,,,,,,,,,,,,,,,,,,,1,,2,,,,
58375,,,,,,,,,,,,,,,,,,,,,1,,,,
58381,1,,,,,,,,,,,,,,,,,,,,,,,,
58383,2,,,,,,,,,,,,,,,,,,,,,,,1,
58390,,,,,,,,,,,,,2,,,,,,,1,,,,,1
58393,1,,,,,,,,,,,,,,,,,,,,,,,,
58402,,,,,,,,,,,,,,,,,,,,,2,,,,
58417,,,,,,,,,,,,,,,,,,,,1,,,,,
58419,3,,,,,,,,,,,,6,,,,,,4,6,3,,1,,
58422,1,,,,,,,,,,,,,,,,,,,,,,,,
58430,,,,,,,,,,,,,,,,,,,1,,,,,,
58443,,,,,,,,,,,,,,,,,,,,1,,,,,
58464,16,,,,,,,,,,,,,,,,,,,,,,,,
58465,1,,,,,,,,,,,,,,,,,,,,,,,,
58472,,,,,,,,,,,,,,,,,,,,1,,,,,
58479,1,,,,,,,,,,,,,,,,,,,,,,,,
58492,5,,,,,,,,,,,,,,,,,,,,,,,,
58501,,,,,,,,,,,,,,,,,,,,1,,,,,
58506,15,,,,,,,,,,,,,,,,,,,,,1,,,
58511,,,,,,,,,,,,,,,,,,,,,2,,,,
58514,1,,,,,,,,,,,,,,,,,,1,,,,,,
58525,1,,,,,,,,,,,,,,,,,,,,,,,,
58531,,,,,,,,,,,,,,,,,,,,,2,,,,
58539,1,,,,1,,,,,,,,,,,,,,,,,,,,
58541,,,,,,,,,,,,,2,,,,,,,,,,,,
58555,,,,,,,,,,,,,,,,,,,,,2,,,,
58558,1,,,,,,,,,,,,,,,,,,,,2,,,,
58560,,,,,,,,,,,,,,,,,,,,,,,,2,
58568,,,,,,,,,,,,,,,,,,,,1,,,,,
58569,,,,,,,,,,,,,,,,,,,,,2,,,,
58585,,,,,,,,,,,,,,,,,,,,,1,,,,
58607,3,,,,,,,,,,,,,,,,,,,,,,,,
58621,2,,,,,,,,,,,,,,,,,,,,,,,,
58633,,,,,,,,,,,,,,,,,,,,1,,,,,
58637,1,,,,,,,,,,,,,,,,,,,,,,,,
58643,1,,,,,,,,,,,,,,,,,,,,4,,,,
58644,2,,,,,,,,,,,,2,,,,,,1,,,,,,
58645,,,,,,,,,,,,,2,,,,,,,,,,,,
58652,,,,,,,,,,,,,,,,,,,,,,,1,,
58653,1,,,,,,,,,,,,,,,,,,,,,,,,
58678,,,,,,,,,,,,,,,,,,,1,1,2,,,,
58687,,,,,,,,,,,,,,,,,,,1,,,,,,
58688,4,,,,,,,,,,,,,,,,,,,,,,,,
58690,15,,,,,,,,,,,,,,,,,,,,,1,,,
58700,15,,,,,,,,,,,,,,,,,,,,,1,,,
58702,,,,,,,,,,,,,,,,,,,2,,,,,,
58711,1,,,,,,,,,,,,,,,,,,,,,,,,
58713,,,,,1,,,,,,,,,,,,,,,,,,,,
58716,15,,,,,,,,,,,,,,,,,,,,,1,,,
58723,,,,,,,,,,,,,2,,,,,,,,,,,,
58731,1,,,,,,,,,,,,2,,,,,,1,2,1,,,,
58755,,,,,,,,,,,,,,,,,,,,,2,,,,
58760,,,,,,,,,,,,,,,,,,,,,,,,2,
58768,,,,,,,,,,,,,,,,,,,1,1,,,,,
58774,,,,,,,,,,,,,,,,,,,1,,,,,,
58775,1,,,,,,,,,,,,,,,,,,,,,,,,
58785,,,,,,,,,,,,,,,,,,,,,2,,,,
58788,6,,4,,,,,,,,,,2,,,,,,1,2,3,,,,
58795,17,,,,,,,,,,,,6,,,,,,2,4,2,1,,,
58796,,,,,,,,,,,,,2,,,,,,,,,,,,
58799,6,,,,,,,,,,,,,,,,,,,,2,,,,
58800,15,,,,,,,,,,,,,,,,,,,,,1,,,
58807,1,,,,,,,,,,,,,,,,,,,,,,,,
58808,,,,,,,,,,,,,,,,,,,,1,,,,,
58824,,,,,,,,,,,,,2,,,,,,,,,,,,
58828,,,,,,,,,,,,,,,,,,,,,2,,,,
58852,1,,,,,,,,,,,,,,,,,,,,,,,,
58866,17,,,,,,,,,,,,2,,,,,,2,3,1,1,,,
58878,,,,,,,,,,,,,,,,,,,,1,,,,,
58882,16,,,,,,,,,,,,,,,,,,,,,1,,,
58883,,,,,,,,,,,,,2,,,,,,,,,,,,
58888,1,,,,,,,,,,,,,,,,,,,,,,,,
58895,1,,,,,,,,,,,,,,,,,,,,,,,,
58896,15,,,,,,,,,,,,,,,,,,,,,1,,,
58901,,,,,,,,,,,,,,,,,,,,1,,,,,
58925,15,,,,,,,,,,,,,,,,,,,,,,,,
58932,1,,,,,,,,,,,,,,,,,,,,,,,,
58951,2,,,,,,,,,,,,,,,,,,,,,,,,
58955,1,,,,,,,,,,,,,,,,,,,,,,,,
58965,,,,,,,,,,,,,2,,,,,,,,,,,,
58969,15,,,,,,,,,,,,,,,,,,,,,1,,,
58976,1,,,,,,,,,,,,,,,,,,,,,,,,
58995,,,,1,,,,,,,,,,,,,,,,,,,1,,
58998,1,,,,,,,,,,,,,,,,,,,,,,,,
59017,1,,,,,,,,,,,,1,,,,,,,,,,,,
59033,1,,,,,,,,,,,,,,,,,,,,,,,,
59049,1,,,,,,,,,,,,,,,,,,,,2,,,,
59052,,,,,,,,,,,,,,,,,,,1,,,,,,
59069,1,,,,,,,,,,,,,,,,,,,,,,,,
59074,,,,,,,,,,,,,,,,,,,,,6,,,,
59079,4,,,,,,,,,,,,,,,,,,,,,,,,
59080,1,,,,,,,,,,,,,,,,,,,,,,,,
59082,14,,,,,,,,,,,,,,,,,,,,,1,,,
59103,1,,,,,,,,,,,,2,,,,,,,,,,,,
59112,1,,,,,,,,,,,,,,,,,,,,,,,,
59121,2,,,,,,,,,,,,,,,,,,,,,,,,
59126,1,,,,,,,,,,,,,,,,,,,,,,,,
59135,,,,,,,,,,,,,,,,,,,1,,,,,,
59136,1,,,,,,,,,,,,,,,,,,,,,,,,
59144,,,,,,,,,,,,,2,,,,,,1,1,,,,,
59149,,,,,,,,,,,,,,,,,,,,,2,,,,
59155,1,,,,,,,,,,,,,,,,,,,,,,,,
59160,,,,,,,,,,,,,,,,,,,,,1,,,,
59192,17,,,,,,,,,,,,4,,,,,,1,,3,1,,,2
59202,1,,,,,,,,,,,,,,,,,,,,4,,1,,
59218,,,,,,,,,,,,,4,,,,,,,,4,,2,,
59219,,,,,,,,,,,,,,,,,,,,,1,,,,
59241,,,,,,,,,,,,,,,,,,,1,,,,,,
59244,1,,,,,,,,,,,,,,,,,,,,,,,,
59249,1,,,,,,,,,,,,,,,,,,,,,,,,
59252,1,,,,,,,,,,,,,,,,,,,,2,,,,
59264,1,,,,,,,,,,,,,,,,,,,,,,,,
59269,1,,,,,,,,,,,,2,,,,,,,1,,,,,
59274,1,,,,,,,,,,,,,,,,,,,,,,,,
59281,1,,,,,,,,,,,,,,,,,,,,,,,,
59283,1,,,,,,,,,,,,,,,,,,,,2,,,,
59285,,,,,,,,,,,,,,,,,,,,1,,,,,
59295,1,,,,,,,,,,,,,,,,,,,,,,,,
59304,,,,,,,,,,,,,2,,,,,,,,,,,,
59306,2,,,,,,,,,,,,2,,,,,,1,2,1,,,,
59309,,,,,,,,,,,,,2,,,,,,,,,,,,
59321,1,,,,,,,,,,,,,,,,,,,,,,,,
59323,,,,,,,,,,,,,1,,,,,,,,,,,,
59327,1,1,,1,,,,,,,,,4,,,,,,1,2,1,,1,,
59344,1,,,,,,,,,,,,,,,,,,,,,,,,
59345,,,,,,,,,,,,,,,,,,,,,8,,,,
59361,,,,,,,,,,,,,,,,,,,1,1,,,,,
59362,1,,,,,,,,,,,,,,,,,,,,,,,,
59363,,,,,,,,,,,,,2,,,,,,,2,2,,,,
59364,2,,,,,,,,,,,,,,,,,,,,,,,,
59373,,,,,,,,,,,,,2,,,,,,,,,,,,
59380,1,,,,,,,,,,,,,,,,,,,,,,,,
59385,,,,,,,,,,,,,,,,,,,1,,,,,,
59388,,,,,,,,,,,,,2,,,,,,,,,,,,
59419,1,,,,,,,,,,,,,,,,,,,,,,,,
59450,,,,,,,,,,,,,2,,,,,,,,2,,,,
59452,1,,,,,,,,,,,,,,,,,,,,,,,,
59460,2,,,,,,,,,,,,,,,,,,,,,,,,
59463,1,,,,,,,,,,,,,,,,,,,,,,,,
59486,,,,,,,,,,,,,1,,,,,,,,,,,,
59495,1,,,,,,,,,,,,,,,,,,,,2,,,,
59501,,,,,,,,,,,,,,,,,,,,,2,,,,
59505,1,,,,,,,,,,,,,,,,,,,,,,,,
59510,,,,,,,,,,,,,,,,,,,,,2,,,,
59511,,,,,,,,,,,,,,,,,,,,,2,,,,
59536,,,,,,,,,,,,,,,,,,,1,,,,,,
59539,,,,,,,,,,,,,2,,,,,,,,,,,,
59583,1,,,,,,,,,,,,,,,,,,1,,,,,,
59614,,,,,,,,,,,,,,,,,,,,,2,,,,
59615,2,,,,,,,,,,,,,,,,,,,1,,,,,
59616,1,,,,,,,,,,,,,,,,,,,,,,,,
59618,,,,,,,,,,,,,,,,,,,,1,,,,,
59619,,,,,,,,,,,,,,,,,,,,,2,,,,
59620,,,,,,,,,,,,,,,,,,,,,2,,,,
59621,,,,,,6,,,,,,,,,,2,,,,,,,,,
59640,1,,,,,,,,,,,,,,,,,,,,,,,,
59655,,,,,,,,,,,,,,,,,,,,,2,,,,
59662,,,,,,,,,,,,,,,,,,,,,1,,,,
59664,1,,,,,,,,,,,,,,,,,,,,,,,,
59675,1,,,,,,,,,,,,2,,,,,,,,,,,,
59689,,,,,,,,,,,,,,,,,,,,,4,,,,
59691,1,,,,,,,,,,,,,,,,,,,,,,,,
59693,,,,,,,,,,,,,4,,,,,,1,2,2,,,,
59708,,,,,,,,,,,,,2,,,,,,,,,,,,
59734,1,,,,,,,,,,,,,,,,,,,,,,,,
59737,,,,,,,,,,,,,,,,,,,1,,,,,,
59743,,,,,,,,,,,,,,,,,,,,,7,,,,
59745,,,,,,,,,,,,,,,,,,,,1,,,,,
59753,1,,,,,,,,,,,,,,,,,,,,,,,,
59756,,,,,2,,,,,,,,2,,,,,,1,,1,,,,
59757,,,,,,,,,,,,,,,,,,,,,1,,,,
59763,1,,,,,,,,,,,,,,,,,,,,,,,,
59766,17,,,,,,,,,,,,,,,,,,,,,1,,,
59812,15,,,,,,,,,,,,,,,,,,,1,,1,,,
59847,,,,,,,,,,,,,,,,,,,,1,,,,,
59855,1,,,,,,,,,,,,,,,,,,,,,,,,
59872,,,,,,,,,,,,,,,,,,,1,,,,,,
59900,4,,,,,,,,,,,,,,,,,,,,,,,,
59907,1,1,,,,,,,,,,,,,,,,,,,,,,,
59918,5,,,,,,,,,,,,,,,,,,,,,,,,
59921,2,,,,,,,,,,,,,,,,,,,,,,,,
59931,1,,,,,,,,,,,,,,,,,,,,,,,,
59932,,,,,,,,,,,,,,,,,,,,,4,,,,
59936,1,,,,,,,,,,,,,,,,,,,,,,,,
59960,,,,,,,,,,,,,,,,,,,,1,,,,,
59962,,,,,,,,,,,,,,,,,,,,1,,,,,
59976,15,,,,,,,,,,,,,,,,,,,,,1,,,
60015,,,,,,,,,,,,,2,,,,,,1,2,2,,,,
60019,15,,,,,,,,,,,,,,,,,,,,,1,,,
60022,14,,,,,,,,,,,,,,,,,,,,,1,,,
60029,1,,,,,,,,,,,,,,,,,,,,,,,,
60043,,,,,,,,,,,,,2,,,,,,,,,,,,
60047,,,,,,,,,,,,,,,,,,,1,,,,,,
60055,1,,,,,,,,,,,,,,,,,,,,,,,,
60064,1,,,,,,,,,,,,2,,,,,,1,,,,,,
60073,,,,,,,,,,,,,,,,,,,1,,,,,,
60074,5,,,,,,,,,,,,,,,,,,,,,,,,
60084,1,,,,,,,,,,,,,,,,,,,,,,,,
60096,1,,,,,,,,,,,,,,,,,,,,,,,,
60129,1,,,,,,,,,,,,,,,,,,,,,,,,
60132,15,,,,,,,,,,,,,,,,,,,,,1,,,
60139,1,,,,,,,,,,,,,,,,,,,,,,,,
60143,,,,,,,,,,,,,3,,,,,,,,,,,,
60153,,,,,,,,,,,,,,,,,,,,,,,,2,
60165,14,,,,,,,,,,,,,,,,,,,,,1,,,
60182,1,,,,,,,,,,,,,,,,,,,,,,,,
60187,1,,,,,,,,,,,,,,,,,,,,,,,,
60202,1,,,,,,,,,,,,,,,,,,,,,,,,
60214,,,,,,,,,,,,,2,,,,,,,,5,,,,
60229,1,,,,,,,,,,,,,,,,,,,1,,,,,
60240,,,,,,,,,,,,,2,,,,,,,,,,,,
60247,,,,,,,,,,,,,,,,,,,1,2,,,,,
60248,1,,,,,,,,,,,,,,,,,,,,,,,,
60261,1,,,,,,,,,,,,,,,,,,,,,,,,
60268,2,,,,,,,,,,,,,,,,,,,,,,,,
